CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-01-29,11:45,,,40.82821,-73.92714,"(40.82821, -73.92714)",EAST 161 STREET                 ,RUPPERT PLACE,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,4280677,Sedan,Station Wagon/Sport Utility Vehicle,,,
2023-12-13,11:30,,,40.677254,-73.90602,"(40.677254, -73.90602)",HERKIMER STREET,,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4687205,Station Wagon/Sport Utility Vehicle,,,,
2013-11-01,18:15,BROOKLYN,11230,40.6247649,-73.9651721,"(40.6247649, -73.9651721)",AVENUE J                        ,CONEY ISLAND AVENUE             ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,133846,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2024-01-28,0:38,BROOKLYN,11236,40.63205,-73.896866,"(40.63205, -73.896866)",REMSEN AVENUE,AVENUE N,,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4698137,Sedan,Sedan,,,
2018-12-04,17:55,,,,,,BROOKLYN QUEENS EXPY (CDR)      ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,4038540,Sedan,Sedan,Sedan,Sedan,Sedan
2013-08-01,21:45,,,,,,,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,2836916,UNKNOWN,SPORT UTILITY / STATION WAGON,,,
2013-02-05,13:30,BRONX,10467,40.8773934,-73.8664909,"(40.8773934, -73.8664909)",EAST GUN HILL ROAD              ,WHITE PLAINS ROAD               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,96665,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,,
2016-10-18,0:00,,,40.86804,-73.879105,"(40.86804, -73.879105)",MOSHOLU PARKWAY                 ,SOUTHERN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3543956,Sedan,Sedan,,,
2015-07-23,8:50,BROOKLYN,11207,40.6745161,-73.887053,"(40.6745161, -73.887053)",GLENMORE AVENUE                 ,JEROME STREET                   ,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3263830,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2022-01-21,1:21,BROOKLYN,11233,,,,ATLANTIC AVENUE,DEWEY PLACE,,1.0,0.0,0,0,0,0,1,0,Unsafe Speed,Unspecified,Unspecified,,,4497885,Box Truck,Sedan,Sedan,,
2014-10-17,10:45,QUEENS,11434,40.6692837,-73.7802084,"(40.6692837, -73.7802084)",155 STREET                      ,137 AVENUE                      ,,1.0,0.0,0,0,0,0,1,0,Unspecified,,,,,2809649,PASSENGER VEHICLE,,,,
2015-09-22,10:21,MANHATTAN,10065,40.7679685,-73.9682164,"(40.7679685, -73.9682164)",MADISON AVENUE                  ,EAST 66 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Prescription Medication,Unspecified,,,,3301405,VAN,TAXI,,,
2016-08-23,11:15,,,40.75563,-73.81564,"(40.75563, -73.81564)",PARSONS BOULEVARD               ,45 AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3506444,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2017-07-24,15:05,QUEENS,11691,40.593857,-73.753204,"(40.593857, -73.753204)",,,135       BEACH 19 STREET               ,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3718120,Sedan,Box Truck,,,
2015-11-01,19:45,BROOKLYN,11229,40.610266,-73.9546954,"(40.610266, -73.9546954)",EAST 19 STREET                  ,KINGS HIGHWAY                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3327350,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2018-10-02,17:00,QUEENS,11416,40.686646,-73.849075,"(40.686646, -73.849075)",93 STREET                       ,95 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3992746,Sedan,Sedan,,,
2015-11-15,20:00,MANHATTAN,10030,40.8221642,-73.9424112,"(40.8221642, -73.9424112)",8 AVENUE                        ,WEST 144 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3335315,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2018-08-05,12:00,MANHATTAN,10001,40.745422,-73.99291,"(40.745422, -73.99291)",,,152       WEST 26 STREET                ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3957000,Sedan,Sedan,,,
2013-10-09,12:15,QUEENS,11417,40.6746046,-73.8432006,"(40.6746046, -73.8432006)",134 AVENUE                      ,CROSS BAY BOULEVARD             ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,231800,OTHER,SPORT UTILITY / STATION WAGON,,,
2012-12-18,17:40,BROOKLYN,11223,40.5978331,-73.965485,"(40.5978331, -73.965485)",OCEAN PARKWAY                   ,AVENUE U                        ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,117706,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2013-04-24,13:24,BROOKLYN,11235,40.5779945,-73.9596347,"(40.5779945, -73.9596347)",CONEY ISLAND AVENUE             ,BRIGHTON BEACH AVENUE           ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,114829,PASSENGER VEHICLE,BUS,,,
2017-07-25,16:45,,,40.607754,-74.13205,"(40.607754, -74.13205)",BRADLEY AVENUE                  ,SOUTH GANNON AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3720282,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2012-10-13,17:12,BRONX,10455,40.812181,-73.9010925,"(40.812181, -73.9010925)",TIMPSON PLACE                   ,SAINT JOHN AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,76625,TAXI,PASSENGER VEHICLE,,,
2016-11-23,15:39,BROOKLYN,11226,40.64912,-73.95577,"(40.64912, -73.95577)",,,2245      BEDFORD AVENUE                ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3572817,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-12-08,10:06,MANHATTAN,10034,40.86446,-73.91895,"(40.86446, -73.91895)",WEST 207 STREET                 ,10 AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3805505,Sedan,Box Truck,,,
2023-05-06,15:35,QUEENS,11435,40.716103,-73.81339,"(40.716103, -73.81339)",,,147-35    GRAND CENTRAL PARKWAY,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4626351,Sedan,,,,
2014-09-28,22:45,QUEENS,11433,40.6915844,-73.7931815,"(40.6915844, -73.7931815)",157 STREET                      ,110 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,1032055,PASSENGER VEHICLE,UNKNOWN,,,
2012-09-16,21:10,MANHATTAN,10022,40.7578587,-73.975592,"(40.7578587, -73.975592)",MADISON AVENUE                  ,EAST 50 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,38553,PASSENGER VEHICLE,UNKNOWN,,,
2021-08-25,19:20,BROOKLYN,11226,40.643063,-73.95166,"(40.643063, -73.95166)",CLARENDON ROAD,ROGERS AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4450870,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2013-07-22,19:38,BROOKLYN,11212,40.6569692,-73.9026057,"(40.6569692, -73.9026057)",HEGEMAN AVENUE                  ,CHRISTOPHER AVENUE              ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,162186,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2019-01-10,22:51,BROOKLYN,11205,40.690796,-73.95637,"(40.690796, -73.95637)",DE KALB AVENUE                  ,SKILLMAN STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4060087,Sedan,Sedan,,,
2015-06-08,14:10,QUEENS,11367,40.7333004,-73.8252269,"(40.7333004, -73.8252269)",MAIN STREET                     ,68 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3236938,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2025-06-02,17:00,STATEN ISLAND,10312,40.543262,-74.1973,"(40.543262, -74.1973)",HUGUENOT AVE,WOODROW RD,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,Unspecified,,,4817584,Sedan,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
2016-02-02,12:30,MANHATTAN,10016,40.7460781,-73.9749359,"(40.7460781, -73.9749359)",EAST 36 STREET                  ,2 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3381886,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
2015-08-26,11:45,,,40.5865302,-73.9112137,"(40.5865302, -73.9112137)",,,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,,,,3285301,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-07-18,13:30,QUEENS,11427,40.7277038,-73.7481827,"(40.7277038, -73.7481827)",217 STREET                      ,HILLSIDE AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3261270,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2019-12-03,6:50,QUEENS,11365,40.737892,-73.80469,"(40.737892, -73.80469)",,,61-44     164 STREET                    ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4251402,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-06-18,19:47,,,40.856438,-73.834015,"(40.856438, -73.834015)",HUTCHINSON RIVER PARKWAY RAMP   ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3925315,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-08-26,18:14,QUEENS,11366,40.733894,-73.779335,"(40.733894, -73.779335)",,,73-67     193 STREET                    ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3737732,Sedan,Station Wagon/Sport Utility Vehicle,,,
2013-11-23,10:30,QUEENS,11428,40.7204051,-73.7480299,"(40.7204051, -73.7480299)",212 PLACE                       ,92 AVENUE                       ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,226391,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,UNKNOWN,,
2024-05-11,21:35,QUEENS,11423,40.717403,-73.758965,"(40.717403, -73.758965)",204 STREET,90 AVENUE,,1.0,0.0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,,,,4725182,Station Wagon/Sport Utility Vehicle,Sedan,,,
2021-05-25,20:50,BROOKLYN,11226,40.641804,-73.95154,"(40.641804, -73.95154)",,,1154      ROGERS AVENUE,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4425213,Sedan,,,,
2016-02-21,17:30,BRONX,10456,40.8362327,-73.9074026,"(40.8362327, -73.9074026)",WEBSTER AVENUE                  ,EAST 170 STREET                 ,,1.0,0.0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,3393376,UNKNOWN,,,,
2013-02-13,18:35,BROOKLYN,11207,40.6758144,-73.8958257,"(40.6758144, -73.8958257)",ATLANTIC AVENUE                 ,NEW JERSEY AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,166002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-08-20,21:55,BROOKLYN,11217,40.687828,-73.98018,"(40.687828, -73.98018)",,,33        FLATBUSH AVENUE               ,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3734823,Sedan,Station Wagon/Sport Utility Vehicle,,,
2015-01-23,1:47,,,,,,ROCKAWAY BOULEVARD              ,BROOKVILLE BOULEVARD            ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3158076,SPORT UTILITY / STATION WAGON,VAN,,,
2013-04-16,12:45,QUEENS,11433,40.7027402,-73.7984161,"(40.7027402, -73.7984161)",ARCHER AVENUE                   ,160 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,210635,BUS,VAN,,,
2019-05-23,18:00,BROOKLYN,11207,40.66855,-73.90079,"(40.66855, -73.90079)",SUTTER AVENUE                   ,SNEDIKER AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4140684,Station Wagon/Sport Utility Vehicle,,,,
2016-09-18,14:05,BROOKLYN,11238,40.68022,-73.96015,"(40.68022, -73.96015)",,,967       ATLANTIC AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Driver Inexperience,,,,3521895,Sedan,Station Wagon/Sport Utility Vehicle,,,
2014-05-08,18:30,BRONX,10460,40.8357171,-73.8920447,"(40.8357171, -73.8920447)",BOSTON ROAD                     ,EAST 172 STREET                 ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,332944,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2019-08-22,9:46,BROOKLYN,11206,40.708626,-73.94513,"(40.708626, -73.94513)",MANHATTAN AVENUE                ,SCHOLES STREET,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4193191,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-08-06,4:15,,,40.65763,-73.85625,"(40.65763, -73.85625)",BELT PARKWAY                    ,,,5.0,0.0,0,0,0,0,5,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3725675,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,
2016-07-23,0:45,,,,,,LONG ISLAND EXPRESSWAY          ,,,3.0,0.0,0,0,0,0,3,0,Other Vehicular,Unspecified,,,,3487777,4 dr sedan,Station Wagon/Sport Utility Vehicle,,,
2015-10-01,17:00,MANHATTAN,10002,40.7094848,-73.9940233,"(40.7094848, -73.9940233)",SOUTH STREET                    ,MARKET STREET                   ,,0.0,0.0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,3306528,LARGE COM VEH(6 OR MORE TIRES),BUS,,,
2021-04-09,8:15,,,40.70281,-73.9254,"(40.70281, -73.9254)",KNICKERBOCKER AVENUE            ,,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4405972,Sedan,PK,,,
2016-03-08,13:00,,,40.8306939,-73.8377348,"(40.8306939, -73.8377348)",,,,0.0,0.0,0,0,0,0,0,0,Tire Failure/Inadequate,,,,,3401562,LARGE COM VEH(6 OR MORE TIRES),,,,
2013-07-26,12:30,BROOKLYN,11233,40.6845216,-73.9133066,"(40.6845216, -73.9133066)",BROADWAY                        ,MACDONOUGH STREET               ,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,162202,PASSENGER VEHICLE,BICYCLE,,,
2024-02-16,19:15,QUEENS,11377,40.745636,-73.89801,"(40.745636, -73.89801)",,,40-15     67 STREET,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4703567,Station Wagon/Sport Utility Vehicle,,,,
2013-03-02,8:00,MANHATTAN,10012,40.7241363,-73.9926041,"(40.7241363, -73.9926041)",BOWERY                          ,EAST HOUSTON STREET             ,,0.0,0.0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,6922,PASSENGER VEHICLE,UNKNOWN,,,
2013-04-06,13:00,BRONX,10460,40.8395681,-73.8758223,"(40.8395681, -73.8758223)",EAST 178 STREET                 ,BRONX PARK AVENUE               ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,101113,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2017-10-10,18:35,MANHATTAN,10002,40.717342,-73.99118,"(40.717342, -73.99118)",GRAND STREET                    ,ALLEN STREET,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3767150,Station Wagon/Sport Utility Vehicle,Taxi,,,
2025-03-19,1:14,QUEENS,11691,40.600403,-73.7509,"(40.600403, -73.7509)",NEW HAVEN AVE,GATEWAY BLVD,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4800002,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,
2013-10-27,6:00,MANHATTAN,10036,40.7572323,-73.9897922,"(40.7572323, -73.9897922)",WEST 42 STREET                  ,8 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,30733,TAXI,PASSENGER VEHICLE,,,
2015-06-08,13:00,,,,,,,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,3236596,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
2017-04-11,8:15,,,40.718628,-74.00255,"(40.718628, -74.00255)",BROADWAY                        ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3649456,Station Wagon/Sport Utility Vehicle,Taxi,,,
2019-04-09,12:00,,,,,,ALEXANDER HAMILTON BRIDGE       ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4112766,Tractor Truck Diesel,Sedan,,,
2017-05-19,15:33,MANHATTAN,10022,40.75738,-73.966705,"(40.75738, -73.966705)",2 AVENUE                        ,EAST 54 STREET,,0.0,0.0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,3673437,Taxi,Box Truck,,,
2014-07-02,21:00,STATEN ISLAND,10312,40.550574,-74.1675734,"(40.550574, -74.1675734)",RICHMOND AVENUE                 ,KATAN AVENUE                    ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,361857,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2013-11-13,13:20,BROOKLYN,11207,40.6569792,-73.8894182,"(40.6569792, -73.8894182)",PENNSYLVANIA AVENUE             ,STANLEY AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,169299,PASSENGER VEHICLE,VAN,,,
2018-12-23,18:00,,,40.8541,-73.919106,"(40.8541, -73.919106)",MAJOR DEEGAN EXPRESSWAY         ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,4052353,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2014-09-24,18:11,BRONX,10453,40.8519365,-73.9055626,"(40.8519365, -73.9055626)",BUSH STREET                     ,CRESTON AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,1028229,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2012-11-01,16:00,BROOKLYN,11229,40.6038894,-73.9534861,"(40.6038894, -73.9534861)",AVENUE S                        ,EAST 19 STREET                  ,,1.0,0.0,1,0,0,0,0,0,Backing Unsafely,,,,,117259,SPORT UTILITY / STATION WAGON,,,,
2015-08-15,10:40,BROOKLYN,11234,40.6202968,-73.9067296,"(40.6202968, -73.9067296)",AVENUE U                        ,EAST 72 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3278509,LARGE COM VEH(6 OR MORE TIRES),VAN,,,
2015-03-02,22:15,MANHATTAN,10031,40.8183941,-73.9508794,"(40.8183941, -73.9508794)",WEST 135 STREET                 ,CONVENT AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Fatigued/Drowsy,,,,3178924,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
2023-09-08,6:25,BROOKLYN,11208,40.6832,-73.87381,"(40.6832, -73.87381)",,,3293      FULTON STREET,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,4660899,Station Wagon/Sport Utility Vehicle,,,,
2012-08-27,16:15,BROOKLYN,11221,40.6963988,-73.9141134,"(40.6963988, -73.9141134)",KNICKERBOCKER AVENUE            ,PALMETTO STREET                 ,,1.0,0.0,1,0,0,0,0,0,Alcohol Involvement,,,,,184791,VAN,,,,
2013-07-15,13:30,QUEENS,11365,40.7430928,-73.7857174,"(40.7430928, -73.7857174)",190 STREET                      ,58 AVENUE                       ,,1.0,0.0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,262264,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2019-02-20,13:00,BROOKLYN,11235,40.579376,-73.96311,"(40.579376, -73.96311)",BRIGHTON 5 STREET               ,OCEANVIEW AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4084040,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2016-06-15,13:00,,,40.727432,-73.90713,"(40.727432, -73.90713)",LONG ISLAND EXPRESSWAY          ,MAURICE AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3462307,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2016-09-21,8:00,,,40.715775,-73.808044,"(40.715775, -73.808044)",GRAND CENTRAL PARKWAY           ,PARSONS BOULEVARD,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3524297,Sedan,Bike,,,
2015-09-29,17:30,BRONX,10472,40.8279177,-73.8532604,"(40.8279177, -73.8532604)",CHATTERTON AVENUE               ,OLMSTEAD AVENUE                 ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3306091,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-08-31,17:45,BROOKLYN,11237,40.700108,-73.92062,"(40.700108, -73.92062)",,,391       KNICKERBOCKER AVENUE          ,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3743581,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2017-11-16,14:30,BROOKLYN,11201,40.695034,-73.99075,"(40.695034, -73.99075)",CADMAN PLAZA WEST               ,JOHNSON STREET,,1.0,0.0,0,0,1,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,,,,3791348,Bike,Sedan,,,
2019-05-13,18:50,,,40.63158,-73.94755,"(40.63158, -73.94755)",NOSTRAND AVENUE                 ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4131573,Sedan,Sedan,,,
2018-04-09,17:33,BRONX,10469,40.86224,-73.83096,"(40.86224, -73.83096)",,,2000      EAST GUN HILL ROAD            ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3878201,Sedan,Sedan,,,
2015-10-30,9:47,,,,,,ROCKAWAY BOULEVARD              ,146 AVENUE                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3325709,UNKNOWN,PASSENGER VEHICLE,,,
2015-08-14,8:15,BROOKLYN,11232,40.6504159,-74.019136,"(40.6504159, -74.019136)",1 AVENUE                        ,50 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3277450,OTHER,PASSENGER VEHICLE,,,
2015-07-31,18:45,,,,,,HILLSIDE AVENUE                 ,164 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3269839,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2015-11-02,8:45,BROOKLYN,11215,40.6598177,-73.9878392,"(40.6598177, -73.9878392)",19 STREET                       ,7 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,3326833,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
2018-10-04,2:50,,,40.6665,-73.9962,"(40.6665, -73.9962)",GOWANUS EXPY (BQE)              ,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3993125,Sedan,Station Wagon/Sport Utility Vehicle,,,
2025-05-22,16:37,QUEENS,11377,40.74628,-73.89574,"(40.74628, -73.89574)",,,69-12     ROOSEVELT AVE,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4814822,Station Wagon/Sport Utility Vehicle,,,,
2014-06-07,14:00,,,,,,VICTORY BOULEVARD               ,TRAVIS AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,348483,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2017-12-21,16:00,MANHATTAN,10038,,,,PEARL STREET                    ,AVENUE OF THE FINEST,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3815824,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-10-17,15:32,BRONX,10461,40.845306,-73.83178,"(40.845306, -73.83178)",PLYMOUTH AVENUE                 ,ROBERTS AVENUE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4358633,Station Wagon/Sport Utility Vehicle,,,,
2016-01-19,19:25,,,,,,20 AVENUE                       ,WHITESTONE EXPRESSWAY           ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3374378,SPORT UTILITY / STATION WAGON,LARGE COM VEH(6 OR MORE TIRES),,,
2015-03-05,13:10,BROOKLYN,11214,40.6050975,-73.986848,"(40.6050975, -73.986848)",STILLWELL AVENUE                ,QUENTIN ROAD                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3180386,OTHER,PASSENGER VEHICLE,,,
2016-08-23,10:05,MANHATTAN,10036,40.755318,-73.98524,"(40.755318, -73.98524)",,,135       WEST 42 STREET                ,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,3506679,Pick-up Truck,,,,
2017-07-07,16:15,,,40.60567,-74.030945,"(40.60567, -74.030945)",BELT PARKWAY                    ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3706935,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2022-07-06,13:00,MANHATTAN,10002,40.719337,-73.985916,"(40.719337, -73.985916)",RIVINGTON STREET,SUFFOLK STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4544375,Station Wagon/Sport Utility Vehicle,,,,
