CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2022-11-26,20:20,BROOKLYN,11237,40.708805,-73.92577,"(40.708805, -73.92577)",JOHNSON AVENUE,STEWART AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,,,,4585161,Sedan,Sedan,,,
2017-08-23,1:00,BROOKLYN,11212,40.658424,-73.9002,"(40.658424, -73.9002)",,,635       JUNIUS STREET                 ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3737696,Sedan,,,,
2019-03-09,15:00,BRONX,10472,40.828976,-73.8638,"(40.828976, -73.8638)",,,1141      THIERIOT AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4094177,Sedan,,,,
2020-06-24,15:00,QUEENS,11378,,,,maurice avenue                  ,queens midtown expressway,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4322812,Box Truck,Station Wagon/Sport Utility Vehicle,,,
2023-08-23,23:42,BROOKLYN,11216,40.67989,-73.94034,"(40.67989, -73.94034)",FULTON STREET,THROOP AVENUE,,1.0,0.0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4657045,Station Wagon/Sport Utility Vehicle,E-Bike,,,
2018-12-08,8:35,QUEENS,11414,40.655815,-73.830376,"(40.655815, -73.830376)",102 STREET                      ,RUSSELL STREET,,1.0,0.0,1,0,0,0,0,0,Unspecified,,,,,4040583,Pick-up Truck,,,,
2024-08-21,12:00,QUEENS,11361,40.75759,-73.78108,"(40.75759, -73.78108)",NORTHERN BOULEVARD,202 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4749658,Sedan,Station Wagon/Sport Utility Vehicle,,,
2019-10-24,21:03,,,40.701054,-73.80888,"(40.701054, -73.80888)",146 STREET                      ,,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4231035,Station Wagon/Sport Utility Vehicle,Bus,,,
2016-06-27,16:30,MANHATTAN,10001,40.749573,-73.99536,"(40.749573, -73.99536)",,,400       8 AVENUE                      ,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3469515,2 dr sedan,PK,,,
2014-02-26,11:10,STATEN ISLAND,10301,40.647326,-74.0806811,"(40.647326, -74.0806811)",RICHMOND TERRACE                ,NICHOLAS STREET                 ,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,,,,290643,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2012-12-12,8:35,BROOKLYN,11236,40.6403087,-73.9098329,"(40.6403087, -73.9098329)",EAST 87 STREET                  ,GLENWOOD ROAD                   ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,145405,PASSENGER VEHICLE,UNKNOWN,,,
2024-06-08,12:00,BROOKLYN,11201,40.688583,-73.98502,"(40.688583, -73.98502)",,,227       SCHERMERHORN STREET,0.0,0.0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,4730916,Station Wagon/Sport Utility Vehicle,Bike,,,
2017-04-13,8:51,BROOKLYN,11226,40.646126,-73.959206,"(40.646126, -73.959206)",REGENT PLACE                    ,EAST 21 STREET,,0.0,0.0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3650792,Sedan,Sedan,,,
2024-04-14,7:25,,,40.620438,-74.1672,"(40.620438, -74.1672)",STATEN ISLAND EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4718383,Station Wagon/Sport Utility Vehicle,Sedan,,,
2016-04-12,16:30,,,,,,LIVERMORE AVENUE                ,NORTH AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3430197,Station Wagon/Sport Utility Vehicle,4 dr sedan,,,
2014-11-24,18:30,QUEENS,11374,40.7319494,-73.8634231,"(40.7319494, -73.8634231)",62 DRIVE                        ,JUNCTION BOULEVARD              ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3091204,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2013-01-22,11:15,,,,,,EAST 80 STREET                  ,AVENUE M                        ,,1.0,0.0,0,0,0,0,1,0,Unspecified,Unspecified,,,,145613,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2013-09-30,8:30,BROOKLYN,11220,40.6341692,-74.0207202,"(40.6341692, -74.0207202)",68 STREET                       ,5 AVENUE                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,143617,SPORT UTILITY / STATION WAGON,,,,
2023-05-29,7:50,BROOKLYN,11204,40.62046,-73.984665,"(40.62046, -73.984665)",,,1907      60 STREET,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4632951,Dump,Station Wagon/Sport Utility Vehicle,,,
2022-01-22,12:27,,,40.743244,-73.73154,"(40.743244, -73.73154)",CROSS ISLAND PARKWAY,,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4496438,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-10-26,18:30,QUEENS,11373,40.733448,-73.870056,"(40.733448, -73.870056)",,,91-31     QUEENS BOULEVARD              ,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4009287,Station Wagon/Sport Utility Vehicle,Sedan,,,
2023-10-30,11:20,QUEENS,11103,40.76026,-73.917946,"(40.76026, -73.917946)",,,31-43     STEINWAY STREET,1.0,0.0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4675794,Station Wagon/Sport Utility Vehicle,,,,
2014-02-22,15:08,,,40.7706056,-73.9176495,"(40.7706056, -73.9176495)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3102623,TAXI,PASSENGER VEHICLE,,,
2021-06-01,19:05,,,,,,VANWYCK EXPRESSWAY,101 AVENUE,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Driver Inattention/Distraction,,,,4423472,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-12-09,0:30,MANHATTAN,10002,40.72224,-73.9863,"(40.72224, -73.9863)",ESSEX STREET                    ,EAST HOUSTON STREET,,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3806070,Taxi,Tow Truck / Wrecker,,,
2020-01-23,20:54,BROOKLYN,11207,40.658577,-73.89063,"(40.658577, -73.89063)",PENNSYLVANIA AVENUE             ,LINDEN BOULEVARD,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4279733,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2018-12-21,19:30,BROOKLYN,11220,40.64063,-74.025734,"(40.64063, -74.025734)",RIDGE BOULEVARD                 ,65 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4050460,Sedan,,,,
2020-08-27,23:03,BRONX,10468,40.877365,-73.88533,"(40.877365, -73.88533)",GRAND CONCOURSE                 ,VANCORTLANDT AVENUE EAST,,1.0,0.0,0,0,0,0,1,0,Fatigued/Drowsy,,,,,4342460,Station Wagon/Sport Utility Vehicle,,,,
2017-12-26,15:30,,,40.887547,-73.81512,"(40.887547, -73.81512)",HUTCHINSON RIVER PARKWAY        ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3819385,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2015-04-17,14:40,QUEENS,11361,40.7669288,-73.7703231,"(40.7669288, -73.7703231)",38 AVENUE                       ,214 PLACE                       ,,0.0,0.0,0,0,0,0,0,0,Lost Consciousness,Unspecified,,,,3204340,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2016-10-12,0:00,,,40.647728,-73.97634,"(40.647728, -73.97634)",CATON AVENUE                    ,,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3538839,Station Wagon/Sport Utility Vehicle,Sedan,,,
2025-03-06,16:38,BRONX,10455,0.0,0.0,"(0.0, 0.0)",,,517       BRUCKNER BLVD,0.0,0.0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4797135,Bus,Tractor Truck Diesel,,,
2018-01-29,22:05,MANHATTAN,10011,40.745205,-74.00227,"(40.745205, -74.00227)",9 AVENUE                        ,WEST 21 STREET,,1.0,0.0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3838427,Bike,Bike,,,
2017-05-01,20:30,BRONX,10467,40.87801,-73.88053,"(40.87801, -73.88053)",ROCHAMBEAU AVENUE               ,EAST 208 STREET,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3662198,Sedan,,,,
2025-04-22,19:36,,,40.70955,-73.961205,"(40.70955, -73.961205)",BROADWAY,ROEBLING ST,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4807518,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
2013-07-21,20:25,BRONX,10470,40.896641,-73.8704853,"(40.896641, -73.8704853)",EAST 233 STREET                 ,KEPLER AVENUE                   ,,4.0,0.0,0,0,0,0,4,0,Unspecified,Unspecified,,,,98031,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-02-09,18:00,BROOKLYN,11206,40.705105,-73.94358,"(40.705105, -73.94358)",,,116       MC KIBBIN STREET              ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3844398,Pick-up Truck,Sedan,,,
2019-05-26,10:50,BROOKLYN,11204,40.61711,-73.99601,"(40.61711, -73.99601)",71 STREET                       ,17 AVENUE,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4141246,Taxi,Station Wagon/Sport Utility Vehicle,,,
2015-02-15,11:55,,,40.7252746,-73.8928484,"(40.7252746, -73.8928484)",,,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3170430,SPORT UTILITY / STATION WAGON,,,,
2022-11-15,9:30,BRONX,10467,40.88087,-73.86091,"(40.88087, -73.86091)",,,3710      BARNES AVENUE,1.0,0.0,0,0,0,0,1,0,Illnes,Unspecified,,,,4582210,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-12-18,22:40,,,40.738415,-73.84899,"(40.738415, -73.84899)",LONG ISLAND EXPRESSWAY          ,,,1.0,0.0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4377580,Sedan,,,,
2015-01-06,13:45,MANHATTAN,10065,40.763547,-73.9693376,"(40.763547, -73.9693376)",EAST 60 STREET                  ,PARK AVENUE                     ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3147963,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,,
2018-07-11,21:01,,,40.7324,-73.76561,"(40.7324, -73.76561)",CLEARVIEW EXPRESSWAY            ,,,1.0,0.0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unsafe Speed,,,,3939765,Sedan,Sedan,,,
2024-11-02,1:14,,,40.71427,-73.974945,"(40.71427, -73.974945)",WILLIAMSBURG BRIDGE OUTER ROADWA,,,3.0,0.0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4769579,Taxi,Sedan,,,
2014-05-19,15:45,,,,,,ASTORIA BOULEVARD               ,77 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,338001,PASSENGER VEHICLE,OTHER,,,
2018-07-02,11:30,MANHATTAN,10009,40.73011,-73.97955,"(40.73011, -73.97955)",,,527       EAST 14 STREET                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3934959,Station Wagon/Sport Utility Vehicle,,,,
2013-12-05,16:45,MANHATTAN,10040,40.863424,-73.9300256,"(40.863424, -73.9300256)",BROADWAY                        ,DONGAN PLACE                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,72194,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2018-01-08,9:00,STATEN ISLAND,10312,40.56028,-74.1659,"(40.56028, -74.1659)",ARTHUR KILL ROAD                ,RIDGEWOOD AVENUE,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3824605,Sedan,Station Wagon/Sport Utility Vehicle,,,
2017-06-27,11:00,BRONX,10469,40.87513,-73.85121,"(40.87513, -73.85121)",,,3376      BOSTON ROAD                   ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3700095,Sedan,,,,
2018-09-02,4:45,,,40.684856,-73.79899,"(40.684856, -73.79899)",LINDEN BOULEVARD                ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3972561,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
2017-11-08,11:00,BROOKLYN,11222,40.72657,-73.95427,"(40.72657, -73.95427)",,,74        MESEROLE AVENUE               ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,3786575,Station Wagon/Sport Utility Vehicle,,,,
2022-05-05,16:00,QUEENS,11369,40.7592,-73.86218,"(40.7592, -73.86218)",,,32-24     107 STREET,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4525218,Sedan,,,,
2017-10-05,22:15,,,40.763695,-73.81911,"(40.763695, -73.81911)",38 AVENUE                       ,,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3764007,Sedan,Ambulance,,,
2022-07-30,10:00,BROOKLYN,11225,40.658775,-73.96253,"(40.658775, -73.96253)",,,153       OCEAN AVENUE,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4550734,Sedan,Box Truck,,,
2019-05-20,18:25,,,40.8047,-73.91243,"(40.8047, -73.91243)",BRUCKNER BOULEVARD              ,EAST 138 STREET,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4135679,Sedan,Sedan,,,
2020-05-29,0:00,BRONX,10468,40.86248,-73.90958,"(40.86248, -73.90958)",,,212       WEST FORDHAM ROAD             ,0.0,0.0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4316629,Sedan,Sedan,,,
2016-06-06,13:30,,,40.76018,-73.8012,"(40.76018, -73.8012)",NORTHERN BOULEVARD              ,,,0.0,0.0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3457317,Station Wagon/Sport Utility Vehicle,Dump,,,
2017-04-17,11:45,,,40.694576,-73.95615,"(40.694576, -73.95615)",MYRTLE AVENUE                   ,,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3652897,Bus,USPS,,,
2013-04-30,18:45,BROOKLYN,11230,40.6305126,-73.9573008,"(40.6305126, -73.9573008)",OCEAN AVENUE                    ,AVENUE H                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,149782,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2018-02-17,5:40,,,,,,LINDEN BOULEVARD                ,SOUTH CONDUIT AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3847935,Station Wagon/Sport Utility Vehicle,Sedan,,,
2014-09-17,11:10,QUEENS,11354,40.7704501,-73.8342056,"(40.7704501, -73.8342056)",FARRINGTON STREET               ,WHITESTONE EXPRESSWAY           ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Backing Unsafely,,,,1030990,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
2022-06-06,14:45,,,40.683186,-73.86631,"(40.683186, -73.86631)",ATLANTIC AVENUE,,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4534777,Pick-up Truck,,,,
2019-02-20,14:15,STATEN ISLAND,10301,,,,HANNAH STREET                   ,HULBERT AVENUE,,2.0,0.0,1,0,0,0,1,0,Pavement Slippery,Pavement Slippery,Unspecified,,,4084857,Sedan,Sedan,Sedan,,
2024-04-16,21:22,BRONX,10467,40.86138,-73.869446,"(40.86138, -73.869446)",WARING AVENUE,BARKER AVENUE,,0.0,1.0,0,0,0,0,0,1,Traffic Control Disregarded,Unspecified,Unspecified,,,4717868,Motorcycle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2017-03-20,15:00,,,40.81766,-73.93076,"(40.81766, -73.93076)",MAJOR DEEGAN EXPRESSWAY         ,,,1.0,0.0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,3636204,Sedan,Tractor Truck Gasoline,,,
2022-12-15,0:45,,,40.83829,-73.930016,"(40.83829, -73.930016)",MAJOR DEEGAN EXPRESSWAY,,,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,,,,,4590277,Sedan,,,,
2015-11-07,8:05,MANHATTAN,10003,40.7360047,-73.9936167,"(40.7360047, -73.9936167)",5 AVENUE                        ,EAST 14 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Other Electronic Device,Unspecified,Unspecified,,,3329834,TAXI,TAXI,SMALL COM VEH(4 TIRES) ,,
2017-02-17,23:10,STATEN ISLAND,10310,40.62894,-74.116196,"(40.62894, -74.116196)",FOREST AVENUE                   ,BROADWAY,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3618272,Sedan,Sedan,,,
2014-02-02,18:40,BROOKLYN,11218,40.6437465,-73.9700881,"(40.6437465, -73.9700881)",CONEY ISLAND AVENUE             ,BEVERLEY ROAD                   ,,0.0,0.0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,152070,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2023-05-21,4:00,QUEENS,11103,40.76757,-73.911995,"(40.76757, -73.911995)",,,25-21     STEINWAY STREET,0.0,0.0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4630850,Sedan,Station Wagon/Sport Utility Vehicle,,,
2024-03-31,6:45,QUEENS,11102,40.767647,-73.92078,"(40.767647, -73.92078)",31 STREET,NEWTOWN AVENUE,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4717569,Sedan,,,,
2013-10-27,5:00,,,,,,HOYT AVENUE SOUTH               ,31 STREET                       ,,0.0,0.0,0,0,0,0,0,0,Physical Disability,Unspecified,,,,277846,PASSENGER VEHICLE,UNKNOWN,,,
2019-03-18,4:30,QUEENS,11373,40.736904,-73.87822,"(40.736904, -73.87822)",,,85-12     QUEENS BOULEVARD              ,0.0,0.0,0,0,0,0,0,0,Fell Asleep,Unspecified,,,,4099262,Pick-up Truck,Sedan,,,
2017-07-10,19:40,MANHATTAN,10037,40.810173,-73.937416,"(40.810173, -73.937416)",MADISON AVENUE                  ,EAST 132 STREET,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3708525,Sedan,,,,
2022-09-03,20:30,,,,,,Bainbridge ave,Can cortland ave e,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4560932,Station Wagon/Sport Utility Vehicle,,,,
2014-12-15,17:37,BROOKLYN,11229,40.610949,-73.9536001,"(40.610949, -73.9536001)",OCEAN AVENUE                    ,AVENUE P                        ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3137815,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
2021-03-05,11:30,BROOKLYN,11201,40.70416,-73.98658,"(40.70416, -73.98658)",,,25        JAY STREET                    ,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4397726,Sedan,Station Wagon/Sport Utility Vehicle,,,
2018-06-08,1:10,QUEENS,11691,40.59902,-73.756645,"(40.59902, -73.756645)",,,451       BEACH 22 STREET               ,1.0,0.0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3918019,Bike,,,,
2014-05-10,18:36,BRONX,10458,40.8620661,-73.8948254,"(40.8620661, -73.8948254)",EAST FORDHAM ROAD               ,TIEBOUT AVENUE                  ,,0.0,0.0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,333893,PASSENGER VEHICLE,UNKNOWN,,,
2025-01-09,10:30,BROOKLYN,11207,40.678738,-73.898865,"(40.678738, -73.898865)",BUSHWICK AVE,FANCHON PL,,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4785336,Carry All,,,,
2019-04-09,9:20,BROOKLYN,11212,40.66068,-73.91071,"(40.66068, -73.91071)",,,162       RIVERDALE AVENUE              ,0.0,0.0,0,0,0,0,0,0,Unspecified,,,,,4111566,Sedan,,,,
2019-03-21,22:30,BROOKLYN,11208,40.666595,-73.87176,"(40.666595, -73.87176)",LINDEN BOULEVARD                ,FOUNTAIN AVENUE,,2.0,0.0,0,0,0,0,2,0,Other Vehicular,Other Vehicular,,,,4101383,Sedan,Sedan,Sedan,,
2015-03-26,10:55,BROOKLYN,11210,40.6347677,-73.9353599,"(40.6347677, -73.9353599)",GLENWOOD ROAD                   ,EAST 43 STREET                  ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,3192584,OTHER,OTHER,,,
2014-09-04,15:00,,,,,,,,P/L OF 3155 AMBOY ROAD                  ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,1019403,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2020-02-24,6:30,QUEENS,11368,40.753433,-73.85889,"(40.753433, -73.85889)",,,108-58    37 DRIVE                      ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4305209,Station Wagon/Sport Utility Vehicle,,,,
2017-01-01,2:30,BRONX,10451,40.82113,-73.92565,"(40.82113, -73.92565)",EAST 153 STREET                 ,GRAND CONCOURSE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3591365,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-12-23,15:00,BROOKLYN,11212,40.667843,-73.918076,"(40.667843, -73.918076)",,,33        LEGION STREET                 ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4054141,Station Wagon/Sport Utility Vehicle,,,,
2018-09-28,18:30,BROOKLYN,11215,40.674805,-73.9784,"(40.674805, -73.9784)",PRESIDENT STREET                ,6 AVENUE,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3990917,Van,Sedan,,,
2021-08-29,9:30,BRONX,10466,40.890354,-73.858025,"(40.890354, -73.858025)",,,723       EAST 229 STREET,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4452559,Sedan,Station Wagon/Sport Utility Vehicle,,,
2012-10-09,17:00,MANHATTAN,10025,40.7935573,-73.967016,"(40.7935573, -73.967016)",WEST 97 STREET                  ,COLUMBUS AVENUE                 ,,1.0,0.0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,57918,SPORT UTILITY / STATION WAGON,,,,
2019-09-24,11:44,MANHATTAN,10023,40.76987,-73.98241,"(40.76987, -73.98241)",,,15        WEST 61 STREET                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4212175,G COM,Van,,,
2023-01-18,10:00,BROOKLYN,11228,40.61606,-74.02576,"(40.61606, -74.02576)",92 STREET,DAHLGREN PLACE,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4599525,Sedan,Sedan,,,
2016-03-13,3:39,BROOKLYN,11215,40.675942,-73.9792776,"(40.675942, -73.9792776)",,,722 UNION STREET                        ,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3404802,PASSENGER VEHICLE,UNKNOWN,PASSENGER VEHICLE,,
2017-09-16,10:29,BROOKLYN,11224,40.57833,-73.990685,"(40.57833, -73.990685)",,,2302      NEPTUNE AVENUE                ,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3751324,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2013-10-13,13:30,MANHATTAN,10031,40.8271027,-73.9499552,"(40.8271027, -73.9499552)",WEST 146 STREET                 ,BROADWAY                        ,,0.0,0.0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,65996,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
2016-03-31,19:20,QUEENS,11385,40.702557,-73.85487,"(40.702557, -73.85487)",,,90-19     MYRTLE AVENUE                 ,0.0,0.0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,Unspecified,,3423286,4 dr sedan,4 dr sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2015-11-17,22:40,QUEENS,11411,40.7020591,-73.7467937,"(40.7020591, -73.7467937)",MURDOCK AVENUE                  ,208 STREET                      ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3336978,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
2018-01-18,8:45,,,40.852673,-73.919106,"(40.852673, -73.919106)",SEDGWICK AVENUE                 ,UNDERCLIFF AVENUE,,0.0,0.0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3831256,Sedan,Station Wagon/Sport Utility Vehicle,,,
2016-04-09,13:35,BROOKLYN,11222,,,,NASSAU AVENUE                   ,MC GUINNESS BOULEVARD,,4.0,0.0,0,0,0,0,4,0,Alcohol Involvement,Unspecified,Unspecified,,,3421805,4 dr sedan,Sedan,Sedan,,
2016-10-11,18:55,MANHATTAN,10021,40.769737,-73.96271,"(40.769737, -73.96271)",EAST 71 STREET                  ,LEXINGTON AVENUE,,0.0,0.0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3539000,Station Wagon/Sport Utility Vehicle,Sedan,,,
2018-03-19,0:30,QUEENS,11417,40.682564,-73.838234,"(40.682564, -73.838234)",,,103-67    103 STREET                    ,2.0,0.0,2,0,0,0,0,0,Backing Unsafely,,,,,3864683,Taxi,,,,
2014-11-18,18:53,BROOKLYN,11221,40.6910998,-73.9276931,"(40.6910998, -73.9276931)",PATCHEN AVENUE                  ,GREENE AVENUE                   ,,0.0,0.0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,2825740,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
2016-02-19,16:29,,,,,,WEST STREET                     ,CANAL STREET                    ,,0.0,0.0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3391603,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
2013-10-11,15:30,BROOKLYN,11236,40.649318,-73.9041701,"(40.649318, -73.9041701)",EAST 99 STREET                  ,FOSTER AVENUE                   ,,1.0,0.0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,146770,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
2020-12-03,13:40,MANHATTAN,10002,40.712646,-73.98998,"(40.712646, -73.98998)",MADISON STREET                  ,RUTGERS STREET,,3.0,0.0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,4373203,Station Wagon/Sport Utility Vehicle,Sedan,,,
